season,checkpoint,position,candidate,reference,passed,blocks,improvementPct,winPct,recentImprovementPct
2017,4,RB,05_coach_scheme_isolated,production_usage,False,4,-2.7232656736035104,25.0,-2.750908429624555
2017,4,RB,06_trade_team_change_isolated,production_usage,False,4,-1.4127121435535308,25.0,-1.414420394986862
2017,4,RB,07_opportunity_competition_isolated,production_usage,False,4,-1.3457208672402337,50.0,-1.378408789719989
2017,4,RB,04_qb_environment_isolated,02_role_isolated,False,4,-1.0574883176442724,75.0,-1.0533355908306914
2017,4,RB,05_coach_scheme_isolated,02_role_isolated,False,4,-4.955701094046317,0.0,-4.952760931244899
2017,4,RB,06_trade_team_change_isolated,02_role_isolated,False,4,-2.131344728268143,25.0,-2.141491646406304
2017,4,RB,07_opportunity_competition_isolated,02_role_isolated,False,4,-1.281754349973246,50.0,-1.2930407638183925
2018,4,RB,02_role_isolated,production_usage,True,5,1.5058670253914006,80.0,1.780312128252813
2018,4,RB,04_qb_environment_isolated,production_usage,False,5,0.34572032171045675,60.0,0.4087960999619363
2018,4,RB,05_coach_scheme_isolated,production_usage,False,5,-2.085849708998471,40.0,-2.313618580109294
2018,4,RB,06_trade_team_change_isolated,production_usage,False,5,-1.1908229557670236,20.0,-1.4772440212465932
2018,4,RB,07_opportunity_competition_isolated,production_usage,False,5,-0.5993118759883346,60.0,-0.8583557372650487
2018,4,RB,04_qb_environment_isolated,02_role_isolated,False,5,-1.0680748705304877,60.0,-1.321687493063907
2018,4,RB,05_coach_scheme_isolated,02_role_isolated,False,5,-4.2290755408173775,0.0,-4.401035399377616
2018,4,RB,06_trade_team_change_isolated,02_role_isolated,False,5,-2.1705291291373894,20.0,-2.701482492317222
2018,4,RB,07_opportunity_competition_isolated,02_role_isolated,False,5,-1.2255127704169684,40.0,-1.6284897591734284
2019,4,RB,02_role_isolated,production_usage,True,6,1.3084758757627266,83.33333333333334,3.6448489066189076
2019,4,RB,04_qb_environment_isolated,production_usage,False,6,-0.009833110050806403,50.0,2.3824537893076645
2019,4,RB,05_coach_scheme_isolated,production_usage,False,6,-1.0895701324121596,50.0,1.9167048652564742
2019,4,RB,06_trade_team_change_isolated,production_usage,False,6,-0.29753558716816714,33.33333333333333,0.8414046202637536
2019,4,RB,07_opportunity_competition_isolated,production_usage,False,6,-1.2651073621757356,50.0,-0.7546664546695107
2019,4,RB,04_qb_environment_isolated,02_role_isolated,False,6,-1.2052386582420367,50.0,-0.5787302575842054
2019,4,RB,05_coach_scheme_isolated,02_role_isolated,False,6,-3.2078208797380268,16.666666666666664,-0.9165097918026924
2019,4,RB,06_trade_team_change_isolated,02_role_isolated,False,6,-1.3025467303437404,33.33333333333333,-1.7483602769032793
2019,4,RB,07_opportunity_competition_isolated,02_role_isolated,False,6,-1.6962413331558486,33.33333333333333,-2.8305533205762368
2020,4,RB,02_role_isolated,production_usage,True,7,1.1570650150046398,85.71428571428571,2.5863632982587035
2020,4,RB,04_qb_environment_isolated,production_usage,False,7,-0.8438958692343614,42.857142857142854,-0.4448176479300301
2020,4,RB,05_coach_scheme_isolated,production_usage,False,7,-1.8534870932219163,42.857142857142854,0.5157403984050811
2020,4,RB,06_trade_team_change_isolated,production_usage,False,7,-0.4796980547050088,28.57142857142857,0.6014227800154446
2020,4,RB,07_opportunity_competition_isolated,production_usage,False,7,-1.0588646273473088,57.14285714285714,0.01410392500826849
2020,4,RB,04_qb_environment_isolated,02_role_isolated,False,7,-2.0837679527987527,42.857142857142854,-2.6228640241865344
2020,4,RB,05_coach_scheme_isolated,02_role_isolated,False,7,-3.7282172650300196,14.285714285714285,-2.0860197994305385
2020,4,RB,06_trade_team_change_isolated,02_role_isolated,False,7,-1.65879534218487,28.57142857142857,-1.4974489459108644
2020,4,RB,07_opportunity_competition_isolated,02_role_isolated,False,7,-1.4251625654327078,42.857142857142854,-1.7953569941306262
2021,4,RB,02_role_isolated,production_usage,True,8,0.7700577910575027,75.0,0.7805488352469481
2021,4,RB,04_qb_environment_isolated,production_usage,False,8,-0.8081756035224537,37.5,-2.3624212816514056
2021,4,RB,05_coach_scheme_isolated,production_usage,False,8,-1.489250400461807,50.0,-0.14248440405109553
2021,4,RB,06_trade_team_change_isolated,production_usage,False,8,-0.23652555193497604,37.5,1.0576299422421593
2021,4,RB,07_opportunity_competition_isolated,production_usage,False,8,-0.7112336156644459,62.5,-0.1506804121954245
2021,4,RB,04_qb_environment_isolated,02_role_isolated,False,8,-1.4772416399641612,50.0,-2.057088910666736
2021,4,RB,05_coach_scheme_isolated,02_role_isolated,False,8,-3.027574828860575,25.0,-1.0014353568365155
2021,4,RB,06_trade_team_change_isolated,02_role_isolated,False,8,-0.9289763992169063,37.5,0.29174148399350064
2021,4,RB,07_opportunity_competition_isolated,02_role_isolated,False,8,-0.8555116934894785,50.0,-0.552079070265551
2022,4,RB,02_role_isolated,production_usage,False,9,0.7086930631728495,77.77777777777779,-0.3922316753806194
2022,4,RB,04_qb_environment_isolated,production_usage,False,9,-1.1002882995477175,33.33333333333333,-3.2738059545934495
2022,4,RB,05_coach_scheme_isolated,production_usage,False,9,-1.3340539192663317,55.55555555555556,-0.20597196461955036
2022,4,RB,06_trade_team_change_isolated,production_usage,False,9,-0.3449924596329792,33.33333333333333,0.9020922713398947
2022,4,RB,07_opportunity_competition_isolated,production_usage,False,9,-0.8220494336388305,55.55555555555556,-1.2951072827607806
2023,4,RB,02_role_isolated,production_usage,True,10,0.9856711605434831,80.0,0.6187571144490663
2023,4,RB,04_qb_environment_isolated,production_usage,False,10,-0.9170063422001641,40.0,-2.3625694133095334
2023,4,RB,05_coach_scheme_isolated,production_usage,False,10,-1.727777283032612,50.0,-2.925860632853686
2023,4,RB,06_trade_team_change_isolated,production_usage,False,10,-0.04321286179400011,40.0,0.39523732703132997
2023,4,RB,07_opportunity_competition_isolated,production_usage,False,10,-0.8233759206837559,50.0,-0.19515425751173965
2023,4,RB,04_qb_environment_isolated,02_role_isolated,False,10,-1.4368831318670643,40.0,-1.9341933758050103
2023,4,RB,05_coach_scheme_isolated,02_role_isolated,False,10,-2.824124591039921,30.0,-2.3878262061338438
2023,4,RB,06_trade_team_change_isolated,02_role_isolated,False,10,-1.12270747483185,30.0,-1.0200134232491371
2023,4,RB,07_opportunity_competition_isolated,02_role_isolated,False,10,-1.2010213058045047,40.0,-0.61411819734319
2024,4,RB,02_role_isolated,production_usage,False,11,0.5378275692850407,72.72727272727273,-0.4995508774964461
2024,4,RB,04_qb_environment_isolated,production_usage,False,11,-0.8801606447992508,36.36363636363637,-0.9324304460707448
2024,4,RB,05_coach_scheme_isolated,production_usage,False,11,-1.687066273966309,45.45454545454545,-1.5463073298381556
2024,4,RB,06_trade_team_change_isolated,production_usage,False,11,-0.2842615284033186,36.36363636363637,0.09859503648943234
2024,4,RB,07_opportunity_competition_isolated,production_usage,False,11,-1.1601129887377497,45.45454545454545,-1.4549852083602688
2025,4,RB,02_role_isolated,production_usage,False,12,0.44778875462497125,66.66666666666666,-0.2055817451451326
2025,4,RB,04_qb_environment_isolated,production_usage,False,12,-0.9829880738833638,33.33333333333333,-1.3631729224918445
2025,4,RB,05_coach_scheme_isolated,production_usage,False,12,-1.9852303837057252,41.66666666666667,-3.2259448671846958
2025,4,RB,06_trade_team_change_isolated,production_usage,False,12,-0.4952618271809224,33.33333333333333,-1.053105485062658
2025,4,RB,07_opportunity_competition_isolated,production_usage,False,12,-1.464070643803703,41.66666666666667,-3.174206192812069
2014,8,RB,02_role_isolated,production_usage,False,1,-4.287582837465495,0.0,-4.287582837465495
2014,8,RB,04_qb_environment_isolated,production_usage,False,1,-0.006646635401996001,0.0,-0.006646635401996001
2014,8,RB,05_coach_scheme_isolated,production_usage,False,1,-2.7274621112756092,0.0,-2.7274621112756092
2014,8,RB,06_trade_team_change_isolated,production_usage,False,1,-0.006246056304840552,0.0,-0.006246056304840552
2014,8,RB,07_opportunity_competition_isolated,production_usage,False,1,-0.25990483576447576,0.0,-0.25990483576447576
2015,8,RB,02_role_isolated,pace,False,2,-7.061335004865884,0.0,-7.0337482838047185
2015,8,RB,04_qb_environment_isolated,pace,False,2,-4.598884429741221,50.0,-4.553784268893818
2015,8,RB,05_coach_scheme_isolated,pace,False,2,-3.718696023967456,0.0,-3.7083217130283965
2015,8,RB,06_trade_team_change_isolated,pace,False,2,-2.498482937304441,50.0,-2.4736463913537836
2015,8,RB,07_opportunity_competition_isolated,pace,False,2,-7.313574879748568,0.0,-7.244721539367418
2016,8,RB,02_role_isolated,pace,False,3,-5.571764594436889,0.0,-5.541963291776932
2016,8,RB,04_qb_environment_isolated,pace,False,3,-4.39620372250538,33.33333333333333,-4.363303761937637
2016,8,RB,05_coach_scheme_isolated,pace,False,3,-4.198717386969718,0.0,-4.194881476616924
2016,8,RB,06_trade_team_change_isolated,pace,False,3,-2.789537110313712,33.33333333333333,-2.774272666184202
2016,8,RB,07_opportunity_competition_isolated,pace,False,3,-6.09573574392181,0.0,-6.039070788363448
2017,8,RB,02_role_isolated,pace,False,4,-3.3557144767703755,25.0,-3.303345965616297
2017,8,RB,04_qb_environment_isolated,pace,False,4,-3.462172804061009,25.0,-3.424447648914904
2017,8,RB,05_coach_scheme_isolated,pace,False,4,-2.4463634315916933,25.0,-2.4201362889487217
2017,8,RB,06_trade_team_change_isolated,pace,False,4,-1.908005125106444,50.0,-1.8845492258005914
2017,8,RB,07_opportunity_competition_isolated,pace,False,4,-5.5463799512448295,0.0,-5.495475040483371
2018,8,RB,02_role_isolated,pace,False,5,-2.768985500370322,20.0,-2.313093335893336
2018,8,RB,04_qb_environment_isolated,pace,False,5,-3.0018783671602844,20.0,-3.738384989148172
2018,8,RB,05_coach_scheme_isolated,pace,False,5,-1.7121048648891155,40.0,-1.4041205100569607
2018,8,RB,06_trade_team_change_isolated,pace,False,5,-2.196541695117308,40.0,-2.7792472050322017
2018,8,RB,07_opportunity_competition_isolated,pace,False,5,-4.774673222431559,0.0,-5.875691825340166
2019,8,RB,02_role_isolated,pace,False,6,-3.1735949841287203,16.666666666666664,-1.1072220521325078
